Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
The American Wing,Painting,Mrs. Chase in Prospect Park,American,,,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York",,"Chase, William Merritt",American,1849      ,1916      ,1886,1886
The American Wing,Painting,"Bayside, New Rochelle, New York",American,,,David Johnson,"New York, New York 1827–1908 Walden, New York",,"Johnson, David",,1827      ,1908      ,1886,1886
The American Wing,Painting,Spring,American,,,H. Bolton Jones,1848–1927,,"Jones, H. Bolton",,1848      ,1927      ,1885–86,1885
The American Wing,Painting,Glass Blowers of Murano,American,,,Charles Frederick Ulrich,1858–1908,,"Ulrich, Charles Frederick",,1858      ,1908      ,1886,1886
The American Wing,Painting,Landscape in the Adirondacks,American,,,Alexander H. Wyant,1836–1892,,"Wyant, Alexander H.",,1836      ,1892      ,ca. 1885–86,1885
The American Wing,Painting,The Brook in the Woods,American,,,Worthington Whittredge,"Springfield, Ohio 1820–1910 Summit, New Jersey",,"Whittredge, Worthington",,1820      ,1910      ,ca. 1885–86,1882
European Paintings,Painting,Boatmen of Barcelona,,,,Dionisio Baixeras y Verdaguer,"Spanish, Barcelona 1862–1943 Barcelona",,"Baixeras y Verdaguer, Dionisio",Spanish,1862      ,1943      ,1886,1886
European Paintings,Painting,Gardanne,,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,1885–86,1885
European Paintings,Painting,The Pool at Jas de Bouffan,,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,ca. 1885–86,1885
European Paintings,Painting,The Pardon in Brittany,,,,Pascal-Adolphe-Jean Dagnan-Bouveret,"French, Paris 1852–1929 Quincey",,"Dagnan-Bouveret, Pascal-Adolphe-Jean",French,1852      ,1929      ,1886,1886
European Paintings,Painting,Portia,,,,Sir John Everett Millais,"British, Southampton 1829–1896 London",,"Millais, John Everett, Sir",British,1829      ,1896      ,1886,1886
European Paintings,Painting,The Manneporte near Étretat,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1886,1886
European Paintings,Painting,The Court of the Princess,,,,Adolphe Monticelli,"French, Marseilles 1824–1886 Marseilles",,"Monticelli, Adolphe",French,1824      ,1886      ,,1844
European Paintings,Painting,Four Figures,,,,Adolphe Monticelli,"French, Marseilles 1824–1886 Marseilles",,"Monticelli, Adolphe",French,1824      ,1886      ,,1844
European Paintings,Painting,A Mosque,,,,Alberto Pasini,"Italian, Busseto 1826–1899 Cavoretto",,"Pasini, Alberto",Italian,1826      ,1899      ,1886,1886
European Paintings,Painting,A Man Leaning on a Parapet,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",,1859      ,1891      ,ca. 1881,1876
European Paintings,Painting,In Full Sunlight (En plein soleil),,,,James Tissot,"French, Nantes 1836–1902 Chenecey-Buillon",,"Tissot, James",French,1836      ,1902      ,ca. 1881,1876
Robert Lehman Collection,Painting,Trees and Houses Near the Jas de Bouffan,,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,1885–86,1885
The American Wing,Painting,Sunrise on the Matterhorn,American,,,Albert Bierstadt,"American, Solingen 1830–1902 New York",,"Bierstadt, Albert",American,1830      ,1902      ,after 1875,1876
The American Wing,Painting,Lady at the Tea Table,American,,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844      ,1926      ,1883–85,1883
The American Wing,Painting,James Abbott McNeill Whistler,American,,,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York",,"Chase, William Merritt",American,1849      ,1916      ,1885,1885
The American Wing,Painting,Egyptian Revival Triptych,American,,Attributed to,Samuel Colman,"American, Portland, Maine 1832–1920 New York",,"Colman, Samuel",American,1832      ,1920      ,1885 (?),1882
The American Wing,Painting,Near the Coast,American,,,Robert Swain Gifford,"American, Nonamesset, Massachusetts 1840–1905 New York",,"Gifford, Robert Swain",American,1840      ,1905      ,ca. 1885,1882
The American Wing,Painting,"Santa Maria della Salute, Sunset",American,,,William Stanley Haseltine,"Philadelphia, Pennsylvania 1835–1900 Rome",,"Haseltine, William Stanley",,1835      ,1900      ,1870–85,1870
The American Wing,Painting,Hummingbird and Passionflowers,American,,,Martin Johnson Heade,1819–1904,,"Heade, Martin Johnson",American,1819      ,1904      ,ca. 1875–85,1872
The American Wing,Painting,View of Yosemite Valley,American,,,Thomas Hill,"American (born England), Birmingham 1829–1908 Raymond, California",,"Hill, Thomas","American, born England",1829      ,1908      ,1885,1885
The American Wing,Painting,Office Board,American,,,John F. Peto,1854–1907,,"Peto, John F.",,1854      ,1907      ,1885,1885
The American Wing,Painting,The Toilers of the Sea,American,,,Albert Pinkham Ryder,"American, New Bedford, Massachusetts 1847–1917 Elmhurst, New York",,"Ryder, Albert Pinkham",American,1847      ,1917      ,ca. 1880–85,1877
The American Wing,Painting,Reapers Resting in a Wheat Field,American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1885,1885
The American Wing,Painting,Arques-la-Bataille,American,,,John Henry Twachtman,"American, Cincinnati, Ohio 1853–1902 Gloucester, Massachusetts",,"Twachtman, John Henry",American,1853      ,1902      ,1885,1885
The American Wing,Painting,The Pleiades,American,,,Elihu Vedder,"American, New York 1836–1923 Rome",,"Vedder, Elihu",American,1836      ,1923      ,1885,1885
The American Wing,Painting,The Rajah Starting on a Hunt,American,,,Edwin Lord Weeks,"American, Boston, Massachusetts 1849–1903 Paris",,"Weeks, Edwin Lord",American,1849      ,1903      ,ca. 1885,1885
The American Wing,Painting,"Arrangement in Black, No. 3: Sir Henry Irving as Philip II of Spain",American,,,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834      ,1903      ,"1876, reworked 1885",1876
The American Wing,Painting,Glimpse of the Sea,American,,,Alexander H. Wyant,1836–1892,,"Wyant, Alexander H.",,1836      ,1892      ,ca. 1885,1882
Asian Art,Painting,,"India (West Bengal, Calcutta, Khalighat)",,,,,,,,,,ca. 1865–75,1855
European Paintings,Painting,"Mrs. Charles Warren-Cram (Ella Brooks Carter, 1846–1896)",,,,Giovanni Boldini,"Italian, Ferrara 1842–1931 Paris",,"Boldini, Giovanni",Italian,1842      ,1931      ,1885,1885
European Paintings,Painting,Mont Sainte-Victoire and the Viaduct of the Arc River Valley,,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,1882–85,1882
European Paintings,Painting,Madonna of the Rose,,,,Pascal-Adolphe-Jean Dagnan-Bouveret,"French, Paris 1852–1929 Quincey",,"Dagnan-Bouveret, Pascal-Adolphe-Jean",French,1852      ,1929      ,1885,1885
European Paintings,Painting,Dancers in the Rehearsal Room with a Double Bass,,,,Edgar Degas,"French, Paris 1834–1917 Paris",,"Degas, Edgar",French,1834      ,1917      ,ca. 1882–85,1882
European Paintings,Painting,Portrait of a Woman,,,,Henri Fantin-Latour,"French, Grenoble 1836–1904 Buré",,"Fantin-Latour, Henri",French,1836      ,1904      ,1885,1885
European Paintings,Painting,Peasant Woman Cooking by a Fireplace,,,,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853      ,1890      ,1885,1885
European Paintings,Painting,In the Studio,,,,Hugo von Habermann,"German, Dillingen 1849–1929 Munich",,"Habermann, Hugo von",German,1849      ,1929      ,1885,1885
European Paintings,Painting,Moonrise,,,,Henri-Joseph Harpignies,"French, Valenciennes 1819–1916 Saint-Privé",,"Harpignies, Henri-Joseph",French,1819      ,1916      ,1885,1885
European Paintings,Painting,Peasant Girl with a White Headcloth,,,,Wilhelm Leibl,"German, Cologne 1844–1900 Würzburg",,"Leibl, Wilhelm",German,1844      ,1900      ,1885,1885
European Paintings,Painting,The Organ Rehearsal,,,,Henry Lerolle,"French, Paris 1848–1929 Paris",,"Lerolle, Henry",French,1848      ,1929      ,1885,1885
European Paintings,Painting,The Road from Moret to Saint-Mammès,,,,Alfred Sisley,"British, Paris 1839–1899 Moret-sur-Loing",,"Sisley, Alfred",British,1839      ,1899      ,1883–85,1883
European Paintings,Painting,The Outskirts of a Village,,,,Edmond-François Aman-Jean,"French, Chevry-Cossigny 1858–1936 Paris",,"Aman-Jean, Edmond-François",French,1858      ,1936      ,ca. 1880,1875
European Paintings,Painting,Landscape,,,,French Painter,19th century,,French Painter,French,,,,1848
European Paintings,Painting,The Potato Peeler (reverse: Self-Portrait with a Straw Hat),,,,Vincent van Gogh,"Dutch, Zundert 1853–1890 Auvers-sur-Oise",,"Gogh, Vincent van",Dutch,1853      ,1890      ,1885,1885
The American Wing,Painting,The Cup of Tea,American,,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844      ,1926      ,ca. 1880–81,1877
The American Wing,Painting,The Quartette (Un quatuor),American,,,William Dannat,1853–1929,,"Dannat, William",,1853      ,1929      ,1884,1884
The American Wing,Painting,And She Was a Witch,American,,,George Fuller,"American, Deerfield, Massachusetts 1822–1884 Brookline, Massachusetts",,"Fuller, George ",American,1822      ,1884      ,1877–84,1877
The American Wing,Painting,Mrs. Thomas Hicks,American,,,Thomas Hicks,"American, Newton, Pennsylvania 1823–1890 Trenton Falls, New York",,"Hicks, Thomas",American,1823      ,1890      ,ca. 1884,1881
The American Wing,Painting,The Last Moments of John Brown,American,,,Thomas Hovenden,"American (born Ireland), Dunmanway 1840–1895 Plymouth Meeting, Pennsylvania",,"Hovenden, Thomas","American, born Ireland",1840      ,1895      ,1882–84,1882
The American Wing,Painting,"On the Unadilla, New York",American,,,David Johnson,"New York, New York 1827–1908 Walden, New York",,"Johnson, David",,1827      ,1908      ,1884,1884
The American Wing,Painting,A Cosey Corner,American,,,Frank Millet,1846–1912,,"Millet, Frank",,1846      ,1912      ,1884,1884
The American Wing,Painting,Madame X (Madame Pierre Gautreau),American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1883–84,1883
The American Wing,Painting,Woman Reading,American,,,Susan Macdowell Eakins,1851–1938,,"Eakins, Susan Macdowell",,1851      ,1938      ,1879–84,1879
European Paintings,Painting,Environs of Fontainebleau: Woodland and Cattle,,,,Auguste-François Bonheur,"French, Bordeaux 1824–1884 Bellevue",,"Bonheur, Auguste-François",French,1824      ,1884      ,,1844
European Paintings,Painting,"Cafe House, Cairo (Casting Bullets)",,,,Jean-Léon Gérôme,"French, Vesoul 1824–1904 Paris",,"Gérôme, Jean-Léon",French,1824      ,1904      ,1884 or earlier,1870
European Paintings,Painting,Hugo van der Goes Painting the Portrait of Mary of Burgundy,,,,Guillaume Koller,"Belgian, Vienna 1829–1884 near Nancy",,"Koller, Guillaume",Belgian,1829      ,1884      ,,1849
European Paintings,Painting,The Grape Harvest,,,,Léon-Augustin Lhermitte,"French, Mont Saint-Père 1844–1925 Paris",,"Lhermitte, Léon-Augustin",French,1844      ,1925      ,1884,1884
European Paintings,Painting,The Dream after the Ball,,,,Hans Makart,"Austrian, Salzburg 1840–1884 Vienna",,"Makart, Hans",Austrian,1840      ,1884      ,,1860
European Paintings,Painting,Palm Trees at Bordighera,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1884,1884
European Paintings,Painting,The Valley of the Nervia,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1884,1884
European Paintings,Painting,Young Woman Seated on a Sofa,,,,Berthe Morisot,"French, Bourges 1841–1895 Paris",,"Morisot, Berthe",French,1841      ,1895      ,ca. 1879,1874
European Paintings,Painting,A Cavalryman,,,,Alphonse-Marie-Adolphe de Neuville,"French, Saint-Omer 1835–1885 Paris",,"Neuville, Alphonse-Marie-Adolphe de",French,1835      ,1885      ,1884,1884
European Paintings,Painting,Christ and the Woman Taken in Adultery,,,,Vasilii Dmitrievich Polenov,"Russian, St. Petersburg 1844–1927 Polenovo",,"Polenov, Vasilii Dmitrievich",Russian,1844      ,1927      ,1884,1884
European Paintings,Painting,Portrait of a Boy,,,,Ilia Efimovich Repin,"Russian, Chuguev 1844–1930 Kuokkala",,"Repin, Ilia Efimovich",Russian,1844      ,1930      ,1884,1884
European Paintings,Painting,Vsevolod Mikhailovich Garshin (1855–1888),,,,Ilia Efimovich Repin,"Russian, Chuguev 1844–1930 Kuokkala",,"Repin, Ilia Efimovich",Russian,1844      ,1930      ,1884,1884
European Paintings,Painting,"Study for ""A Sunday on La Grande Jatte""",,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1884,1884
European Paintings,Painting,Landscape with Distant Mountains,,,,Auguste-François Bonheur,"French, Bordeaux 1824–1884 Bellevue",,"Bonheur, Auguste-François",French,1824      ,1884      ,,1844
Robert Lehman Collection,Painting,"Study for ""A Sunday on La Grande Jatte""",,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1884,1884
European Paintings,Painting,Hortensia,,,,Fernand Khnopff,"Belgian, Grembergen 1858–1921 Brussels",,"Khnopff, Fernand",,1858      ,1921      ,1884,1884
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,,Louis Benjamin Huber Defeuille,,,"Defeuille, Louis Benjamin Huber",,,9999      ,1800–1883,1800
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,After,Jacques Thouron|Weyller,,,"Thouron, Jacques|Weyller",,,9999      |9999      ,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,After,Jacques Thouron,,,"Thouron, Jacques",,,9999      ,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,After,Jacques Thouron,,,"Thouron, Jacques",,,9999      ,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,After,Jean-Baptiste Nini,"Italian, Urbino 1717–1786 Chaumont-sur-Loire",,"Nini, Jean-Baptiste",Italian,1717      ,1786      ,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Plaque Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Medallion of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,Possibly after,H. Sanford,1783–1822,,"Sanford, H.",,1783      ,1822      ,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1776–1883,1776
The American Wing,Painting,Portrait of Benjamin Franklin,,,,,,,,,,,1800–1883,1800
The American Wing,Painting,Panel of George Washington,,,,William P. Babcock,1826–1899,,"Babcock, William P.",,1826      ,1899      ,1846–83,1846
The American Wing,Painting,Orange Branch,American,,Formerly attributed to,John La Farge,"American, New York 1835–1910 Providence, Rhode Island",,"La Farge, John",American,1835      ,1910      ,ca. 1883,1880
The American Wing,Painting,On the Thames,American,,,Frank Myers Boggs,1855–1926,,"Boggs, Frank Myers",,1855      ,1926      ,1883,1883
The American Wing,Painting,Mountain Lake Scene,American,,,John William Casilear,"American, New York 1811–1893 Saratoga Springs, New York",,"Casilear, John William",American,1811      ,1893      ,1883,1883
The American Wing,Painting,Landscape,American,,,Kenyon Cox,"American, Warren, Ohio 1856–1919 New York",,"Cox, Kenyon",American,1856      ,1919      ,1883,1883
The American Wing,Painting,Arcadia,American,,,Thomas Eakins,"American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania",,"Eakins, Thomas",American,1844      ,1916      ,ca. 1883,1880
The American Wing,Painting,A Difficult Question (Une Question Difficile),American,,,Ignaz Marcel Gaugengigl,1855–1932,,"Gaugengigl, Ignaz Marcel",,1855      ,1932      ,1883,1883
The American Wing,Painting,Scene at Napanoch,American,,,William Hart,"American, Paisley, Scotland 1823–1894 Mount Vernon, New York",,"Hart, William","American, Scottish",1823      ,1894      ,1883,1883
The American Wing,Painting,The Bridge,American,,,Albert Pinkham Ryder,"American, New Bedford, Massachusetts 1847–1917 Elmhurst, New York",,"Ryder, Albert Pinkham",American,1847      ,1917      ,ca. 1880,1877
The American Wing,Painting,East Hampton Meadows,American,,,George Henry Smillie,"American, New York 1840–1920 New York",,"Smillie, George Henry",American,1840      ,1920      ,1883,1883
The American Wing,Painting,New York Bay and Harbor,American,,,J. C. Wales,,,"Wales, J. C.",,,9999      ,ca. 1883,1880
The American Wing,Painting,Arrangement in Flesh Colour and Black: Portrait of Theodore Duret,American,,,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834      ,1903      ,1883,1883
The American Wing,Painting,Lilacs in a Window (Vase de Lilas a la Fenetre),American,,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844      ,1926      ,ca. 1880–83,1877
European Paintings,Painting,Head of Jean-Baptiste Faure (1830–1914),,,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832      ,1883      ,1882–83,1882
European Paintings,Painting,Jean-Baptiste Faure (1830–1914),,,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832      ,1883      ,1882–83,1882
European Paintings,Painting,Flowers in a Blue Vase,,,,Adolphe Monticelli,"French, Marseilles 1824–1886 Marseilles",,"Monticelli, Adolphe",French,1824      ,1886      ,1879–1883,1879
European Paintings,Painting,Rembrandt's Son Titus (1641–1668),,,Style of,Rembrandt,17th century or later,,Rembrandt,Dutch,1606      ,1669      ,,1650
European Paintings,Painting,By the Seashore,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1883,1883
European Paintings,Painting,"Hills around the Bay of Moulin Huet, Guernsey",,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1883,1883
European Paintings,Painting,The Gardener,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1882–83,1882
European Paintings,Painting,View of the Seine,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1882–83,1882
European Paintings,Painting,Roses in a Bowl,,,,Henri Fantin-Latour,"French, Grenoble 1836–1904 Buré",,"Fantin-Latour, Henri",French,1836      ,1904      ,1883,1883
European Paintings,Painting,Reclining Nude,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1883,1883
European Paintings,Painting,The Manneporte (Étretat),,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1883,1883
The American Wing,Painting,Study of Two Figures,American,,,Edwin Lord Weeks,"American, Boston, Massachusetts 1849–1903 Paris",,"Weeks, Edwin Lord",,1849      ,1903      ,ca. 1878,1873
The American Wing,Painting,Moorish Guard,,,,Edwin Lord Weeks,"American, Boston, Massachusetts 1849–1903 Paris",,"Weeks, Edwin Lord",,1849      ,1903      ,ca. 1878,1873
European Paintings,Painting,Potted Pansies,,,,Henri Fantin-Latour,"French, Grenoble 1836–1904 Buré",,"Fantin-Latour, Henri",French,1836      ,1904      ,1883,1883
The American Wing,Painting,The Writing Master,American,,,Thomas Eakins,"American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania",,"Eakins, Thomas",American,1844      ,1916      ,1882,1882
The American Wing,Painting,Nydia,American,,,George Fuller,"American, Deerfield, Massachusetts 1822–1884 Brookline, Massachusetts",,"Fuller, George ",American,1822      ,1884      ,1882,1882
The American Wing,Painting,Castles in Spain (Chateaux en Espagne),American,,,Alexander Harrison,1853–1930,,"Harrison, Alexander",,1853      ,1930      ,by 1882,1881
The American Wing,Painting,Lewis Einstein,American,,,Eastman Johnson,"American, Lovell, Maine 1824–1906 New York",,"Johnson, Eastman",American ,1824      ,1906      ,1882,1882
The American Wing,Painting,The Arab Jeweler,American,,,Charles Sprague Pearce,1851–1914,,"Pearce, Charles Sprague",,1851      ,1914      ,ca. 1882,1879
The American Wing,Painting,Curfew Hour,American,,,Albert Pinkham Ryder,"American, New Bedford, Massachusetts 1847–1917 Elmhurst, New York",,"Ryder, Albert Pinkham",American,1847      ,1917      ,by 1882,1881
The American Wing,Painting,Lady with the Rose (Charlotte Louise Burckhardt),American,,,John Singer Sargent,"American, Florence 1856–1925 London",,"Sargent, John Singer",American,1856      ,1925      ,1882,1882
The American Wing,Painting,Deer—Sketch from Nature,American,,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,ca. 1882,1879
The American Wing,Painting,Doe and Two Fawns,American,,,Arthur Fitzwilliam Tait,"American (born England), Liverpool 1819–1905 Yonkers, New York",,"Tait, Arthur Fitzwilliam","American, born England",1819      ,1905      ,1882,1882
The American Wing,Painting,Hudson House,American,,,,,,,,,,1882,1882
The American Wing,Painting,Henry Irving as Philip II of Spain,American,,Formerly attributed to,James McNeill Whistler,"American, Lowell, Massachusetts 1834–1903 London",,"Whistler, James McNeill",American,1834      ,1903      ,after 1872,1873
The American Wing,Painting,Beach Scene,American,,,Lockwood de Forest,"American, New York 1850–1932 Santa Barbara, California",,"de Forest, Lockwood",,1850      ,1932      ,ca. 1877,1872
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,1882,1882
European Paintings,Painting,"Still Life with Jar, Cup, and Apples",,,,Paul Cézanne,"French, Aix-en-Provence 1839–1906 Aix-en-Provence",,"Cézanne, Paul",French,1839      ,1906      ,ca. 1877,1872
European Paintings,Painting,Portrait of an Old Man,,,,Francisco Domingo y Marqués,"Spanish, Valencia 1842–1920 Madrid",,"Domingo y Marqués, Francisco",Spanish,1842      ,1920      ,1882,1882
European Paintings,Painting,Strawberries,,,,Edouard Manet,"French, Paris 1832–1883 Paris",,"Manet, Edouard",French,1832      ,1883      ,ca. 1882,1882
European Paintings,Painting,Cabin of the Customs Watch,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1882,1882
European Paintings,Painting,Chrysanthemums,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1882,1882
European Paintings,Painting,Head of a Man,,,,Vasilii Grigorievich Perov,"Russian, Tobolsk 1834–1882 Kuz'minki, Moscow",,"Perov, Vasilii Grigorievich",Russian,1834      ,1882      ,possibly ca. 1870–82,1870
European Paintings,Painting,Cloud Study with Distant Mountains,,,,Alexandre Desgoffe,"French, Paris 1805–1882 Paris",,Desgoffe Alexandre,French,1805      ,1882      ,,1825
Robert Lehman Collection,Painting,The Mower,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1881–82,1881
The American Wing,Painting,William Henry Huntington,American,,,Caroline Cranch,1853–1931,,"Cranch, Caroline",,1853      ,1931      ,ca. 1880–81,1877
The American Wing,Painting,Newburyport Meadows,American,,,Martin Johnson Heade,1819–1904,,"Heade, Martin Johnson",American,1819      ,1904      ,ca. 1876–81,1873
The American Wing,Painting,The Funding Bill,American,,,Eastman Johnson,"American, Lovell, Maine 1824–1906 New York",,"Johnson, Eastman",American ,1824      ,1906      ,1881,1881
The American Wing,Painting,Mrs. William F. Milton,American,,,Abbott H. Thayer,"American, Boston, Massachusetts 1849–1921 Dublin, New Hampshire",,"Thayer, Abbott H.",American,1849      ,1921      ,1881,1881
The American Wing,Painting,Entrance Hall of the Metropolitan Museum of Art when in Fourteenth Street,American,,,Frank Waller,"American, New York 1842–1923 Morristown, New Jersey",,"Waller, Frank",American,1842      ,1923      ,ca. 1881,1878
The American Wing,Painting,Interior View of the Metropolitan Museum of Art when in Fourteenth Street,American,,,Frank Waller,"American, New York 1842–1923 Morristown, New Jersey",,"Waller, Frank",American,1842      ,1923      ,1881,1881
The American Wing,Painting,An Old Clearing,American,,,Alexander H. Wyant,1836–1892,,"Wyant, Alexander H.",,1836      ,1892      ,1881,1881
Asian Art,Painting,,Japan,Meiji period (1868–1912),,Shibata Zeshin,"Japanese, 1807–1891",,Shibata Zeshin,Japanese,1807      ,1891      ,dated 1881,1881
European Paintings,Painting,A Windy Day on the Pont des Arts,,,,Jean Béraud,"French, St. Petersburg 1849–1936 Paris",,"Béraud, Jean",French,1849      ,1936      ,ca. 1880–81,1880
European Paintings,Painting,A Bather (Echo),,,,Jean-Jacques Henner,"French, Bernwiller 1829–1905 Paris",,"Henner, Jean-Jacques",French,1829      ,1905      ,1881,1881
European Paintings,Painting,Bouquet of Sunflowers,,,,Claude Monet,"French, Paris 1840–1926 Giverny",,"Monet, Claude",French,1840      ,1926      ,1881,1881
European Paintings,Painting,The Bay of Naples,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1881,1881
European Paintings,Painting,Still Life with Peaches and Grapes,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1881,1881
European Paintings,Painting,Still Life with Peaches,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1881,1881
European Paintings,Painting,The Forest at Pontaubert,,,,Georges Seurat,"French, Paris 1859–1891 Paris",,"Seurat, Georges",French,1859      ,1891      ,1881,1881
European Paintings,Painting,Bouquet of Chrysanthemums,,,,Auguste Renoir,"French, Limoges 1841–1919 Cagnes-sur-Mer",,"Renoir, Auguste",French,1841      ,1919      ,1881,1881
