Department,Object Name,Title,Culture,Period,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date
Modern and Contemporary Art,Painting,Double Turn,,,,Kenneth Noland,"American, Asheville, North Carolina 1924–2010 Port Clyde, Maine",,"Noland, Kenneth",American,1924      ,2010      ,1974,1974
Modern and Contemporary Art,Painting,Nude with Tattoo,,,,Joe Brainard,"American, Salem, Arkansas 1942–1994 New York",,"Brainard, Joe",American,1942      ,1994      ,1974,1974
Modern and Contemporary Art,Painting,Portrait of Stephen Mazoh,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1974,1974
Modern and Contemporary Art,Painting,Portrait of Stephen Mazoh,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1974,1974
Asian Art,Painting,,Sinhala,,,L. T. P. Manjusri,"Sri Lankan, 1902–1982",,"Manjusri, L. T. P.",,1902-10-28,1982-06-16,"dated April 18, 1974	",1974
Modern and Contemporary Art,Painting,Puerto Rican Landscape,,,,Carlos Osorio,American (born Puerto Rico) 1927–1984,,"Osorio, Carlos",American,1927      ,1984      ,1973,1973
Modern and Contemporary Art,Painting,A Place To Watch,,,,Sally Hazelet Drummond,"American, Evanston, Illinois 1924–2017",,"Drummond, Sally Hazel",American,1924      ,2017      ,1973,1973
Modern and Contemporary Art,Painting,Sunrise on South Main Street,,,,Fairfield Porter,"American, Winnetka, Illinois 1907–1975 Southampton, New York",,"Porter, Fairfield",American,1907      ,1975      ,1973,1973
Modern and Contemporary Art,Painting,Mother of Night-11,,,,Jules Olitski,"American (born Russia), Snovsk 1922–2007 New York",,"Olitski, Jules","American, born Russia",1922      ,2007      ,1973,1973
Modern and Contemporary Art,Painting,Winter-Summer Reds,,,,Richard Anuszkiewicz,"American, born Erie, Pennsylvania, 1930",,"Anuszkiewicz, Richard",American,1930      ,2030      ,1973,1973
Modern and Contemporary Art,Painting,Lights IV: The Pier and the Road,,,,Michael Andrews,"British, 1928–1995",,"Andrews, Michael",British,1928      ,1995      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Love's Tide,,,,Cynthia Hazen Polsky,,,"Polsky, Cynthia Hazen",,,,1973,1973
Modern and Contemporary Art,Painting,Stationary Figure,,,,Philip Guston,"American (born Canada), Montreal 1913–1980 Woodstock, New York",,"Guston, Philip","American, born Canada",1913      ,1980      ,1973,1973
Modern and Contemporary Art,Painting,View in a Haze,,,,Fairfield Porter,"American, Winnetka, Illinois 1907–1975 Southampton, New York",,"Porter, Fairfield",American,1907      ,1975      ,1973,1973
Modern and Contemporary Art,Painting,Earth Script,,,,Henry Pearson,"American, Kinston, North Carolina 1914–2006 New York",,"Pearson, Henry",American,1914      ,2006      ,1973,1973
Modern and Contemporary Art,Painting,Untitled #3,,,,Ron Gorchov,"American, born Chicago, Illinois, 1930",,"Gorchov, Ron",American,1930      ,2030      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1973,1973
Asian Art,Painting,,Sinhala,,,L. T. P. Manjusri,"Sri Lankan, 1902–1982",,"Manjusri, L. T. P.",,1902-10-28,1982-06-16,"dated November 14, 1973",1973
Modern and Contemporary Art,Painting,Mount Fuji and Flowers,,,,David Hockney,"British, born Bradford, 1937",,"Hockney, David",British,1937      ,2037      ,1972,1972
Modern and Contemporary Art,Painting,Fan Tan,,,,Friedel Dzubas,"American (born Germany), Berlin 1915–1994 Auburndale, Massachusetts",,"Dzubas, Friedel",American,1915      ,1994      ,1972,1972
Modern and Contemporary Art,Painting,Untitled,,,,Esteban Vicente,"American (born Spain), Segovia 1903–2001 Bridgehampton, New York",,"Vicente, Esteban","American, born Spain",1903      ,2001      ,1972,1972
Modern and Contemporary Art,Painting,Number 23,,,,Larry Poons,"American, born Tokyo, 1937",,"Poons, Larry","American, born Japan",1937      ,2037      ,1972,1972
Modern and Contemporary Art,Painting,Faded Poppy,,,,Gandy Brodie,"American, New York 1924–1975 New York",,"Brodie, Gandy",American,1924      ,1975      ,1970–72,1970
Modern and Contemporary Art,Painting,Mao,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1972,1972
Modern and Contemporary Art,Painting,Kimiko Powers,,,,Andy Warhol,"American, Pittsburgh, Pennsylvania 1928–1987 New York",,"Warhol, Andy",American,1928      ,1987      ,1972,1972
Modern and Contemporary Art,Painting,Untitled,,,,Malcolm Bailey,"American, 1947–2011",,"Bailey, Malcolm",American,1947      ,2011      ,1972,1972
Modern and Contemporary Art,Painting,Partial Nude Resting on Green Drapery,,,,Horacio Torres,"Uruguayan, 1924–1976",,"Torres, Horacio",Uruguayan,1924      ,1976      ,1972,1972
Modern and Contemporary Art,Painting,Rising Green,,,,Lee Krasner,"American, Brooklyn, New York 1908–1984 New York",,"Krasner, Lee",American,1908      ,1984      ,1972,1972
Modern and Contemporary Art,Painting,Arthur Bullowa,,,,Fairfield Porter,"American, Winnetka, Illinois 1907–1975 Southampton, New York",,"Porter, Fairfield",American,1907      ,1975      ,1972,1972
Modern and Contemporary Art,Painting,"Study for Mural at Boys and Girls High School, Bedford-Stuyvesant, Brooklyn",,,,Vincent D. Smith,"American, 1929–2003",,"Smith, Vincent D.",American,1929      ,2003      ,1972,1972
Modern and Contemporary Art,Painting,Red Roses Sonata,,,,Alma Thomas,"American, Columbus, Georgia 1891–1978 Washington, D.C.",,"Thomas, Alma",American,1891      ,1978      ,1972,1972
Modern and Contemporary Art,Painting,Face of a Poet,,,,Alex Katz,"American, born Brooklyn, New York, 1927",,"Katz, Alex",American,1927      ,2027      ,1972,1972
Modern and Contemporary Art,Painting,Midwest Apartment,,,,Don Wynn,"American, born Brooklyn, New York 1942",,"Wynn, Donald James",American,1942      ,2042      ,1972,1972
Modern and Contemporary Art,Painting,Clem's No. I,,,,Frank Bowling,"British, born Guyana 1936",,"Bowling, Frank",British,1936      ,2036      ,1972,1972
Modern and Contemporary Art,Painting,Locked Up Their Minds,,,,Purvis Young,"American, Liberty, Missouri 1943–2010 Miami, Florida",,"Young, Purvis",,1943      ,2010      ,1972,1972
Modern and Contemporary Art,Painting,Interior No. 6,,,,Klaus Fussmann,"German, born 1938",,"Fussmann, Klaus",German,1938      ,2038      ,1971,1971
Modern and Contemporary Art,Painting,Never Before,,,,Josef Albers,"American (born Germany), Bottrop 1888–1976 New Haven, Connecticut",,"Albers, Josef","American, born Germany",1888      ,1976      ,1971,1971
Modern and Contemporary Art,Painting,Portrait of Truman Capote (1925-1984),,,,James Whitney Fosburgh,"American, 1910–1978",,"Fosburgh, James Whitn",American,1910      ,1978      ,1971,1971
Modern and Contemporary Art,Painting,Macarena of Miracles,,,,Audrey Flack,"American, born New York, 1931",,"Flack, Audrey",American,1931      ,2031      ,1971,1971
Modern and Contemporary Art,Painting,Fay's Kitchen,,,,Chuck Forsman,"American, born 1944",,"Forsman, Chuck",American,1944      ,2044      ,1971,1971
Modern and Contemporary Art,Painting,Untitled,,,,Clyfford Still,"American, 1904–1980",,"Still, Clyfford",American,1904      ,1980      ,1971,1971
Modern and Contemporary Art,Painting,American Gothic,,,,Benny Andrews,"American, 1930–2006",,"Andrews, Benny",American,1930      ,2006      ,1971,1971
Modern and Contemporary Art,Painting,We Are Not The Last,,,,Zoran Music,"Italian, 1909–2005",,"Music, Zoran",Italian,1909      ,2005      ,1971,1971
Modern and Contemporary Art,Painting,Arthur Bullowa,,,,Fairfield Porter,"American, Winnetka, Illinois 1907–1975 Southampton, New York",,"Porter, Fairfield",American,1907      ,1975      ,1971,1971
Modern and Contemporary Art,Painting,Interior Street,,,,Stephen Greene,"American, 1917–1999",,"Greene, Stephen",American,1917      ,1999      ,1971,1971
Modern and Contemporary Art,Painting,Untitled,,,,Al Loving,"American, 1935–2005",,"Loving, Al",American,1935      ,2005      ,1971,1971
Modern and Contemporary Art,Painting,Untitled #8,,,,Malcolm Bailey,"American, 1947–2011",,"Bailey, Malcolm",American,1947      ,2011      ,1971,1971
Modern and Contemporary Art,Painting,Bande de Sureté / Twin City / Nipples (Cardboard),,,,Robert Rauschenberg,"American, Port Arthur, Texas 1925–2008 Captiva Island, Florida",,"Rauschenberg, Robert",American,1925      ,2008      ,1971,1971
Modern and Contemporary Art,Painting,Pink Elephant,,,,Peter Bradley,"American, born Connellsville, Pennsylvania, 1940",,"Bradley, Peter",American,1940      ,2040      ,1970–71,1970
Modern and Contemporary Art,Painting,Ocean Park (Number 30),,,,Richard Diebenkorn,"American, Portland, Oregon 1922–1993 Berkeley, California",,"Diebenkorn, Richard",American,1922      ,1993      ,1970,1970
Modern and Contemporary Art,Painting,Homage to the Square: Frontal Backing,,,,Josef Albers,"American (born Germany), Bottrop 1888–1976 New Haven, Connecticut",,"Albers, Josef","American, born Germany",1888      ,1976      ,1970,1970
Modern and Contemporary Art,Painting,Dance,,,,Thomas Sills,"American, 1914–2000",,"Sills, Thomas",American,1914      ,2000      ,1970,1970
Modern and Contemporary Art,Painting,#3-1970,,,,John McLaughlin,"American, 1898–1976",,"Mclaughlin, John",American,1898      ,1976      ,1970,1970
Modern and Contemporary Art,Painting,Purple and Gray Braiding,,,,François Rouan,"French, born Montpellier 1943",,"Rouan, Francois",French,1943      ,2043      ,1969–70,1969
Modern and Contemporary Art,Painting,Untitled,,,,Cy Twombly,"American, Lexington, Virginia 1928–2011 Rome",,"Twombly, Cy",American,1928      ,2011      ,1970,1970
Modern and Contemporary Art,Painting,Homage to the Square: Frontal-Forward,,,,Josef Albers,"American (born Germany), Bottrop 1888–1976 New Haven, Connecticut",,"Albers, Josef","American, born Germany",1888      ,1976      ,1970,1970
Modern and Contemporary Art,Painting,Cottlesbridge Landscape,,,,Fred Williams,"Australian, 1927–1982",,"Williams, Fred",Australian,1927      ,1982      ,1970,1970
Modern and Contemporary Art,Painting,Night Journey,,,,Frank Bowling,"British, born Guyana 1936",,"Bowling, Frank",British,1936      ,2036      ,1969–70,1969
Modern and Contemporary Art,Painting,Lud,,,,Stephen Buckley,"British, born Leicester 1944",,"Buckley, Stephen",British,1944      ,2044      ,1970,1970
Modern and Contemporary Art,Painting,Night Rider,,,,Richard Smith,"British, Letchworth 1931–2016 Patchogue, New York",,"Smith, Richard",British,1931      ,2016      ,1970,1970
Modern and Contemporary Art,Painting,Whirlirama,,,,Sam Gilliam,"American, born Tupelo, Mississippi, 1933",,"Gilliam, Sam",American,1933      ,2033      ,1970,1970
Modern and Contemporary Art,Painting,Vietnamese Head,,,,Leon Golub,"American, Chicago 1922–2004 New York",,"Golub, Leon",,1922      ,2004      ,1970,1970
Photographs,Painting,[Construction Site],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Shack and Wagon Behind Fence],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Architectural Interior],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Floral Still-Life],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Shack with Broken Windows],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[White Flat-Roofed House with Palm Trees],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Ship's Prow],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Red Church],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,[Three Director's Chairs],,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Photographs,Painting,The Shell House,,,,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut",,"Evans, Walker",American,1903      ,1975      ,1950s–60s,1950
Robert Lehman Collection,Painting,"Landscape with Hills, Fields, and Trees",Spanish,,,Attributed to Cristóbal Ruiz,,,Ruiz Cristóbal Attributed to,,,,20th century,1900
Robert Lehman Collection,Painting,Woman with a Bouquet (Femme au bouquet),,,,André Brasilier,"French, 1929",,"Brasilier, André",French,1929      ,,ca. 1964,1959
Modern and Contemporary Art,Painting,Cheops Sun-Box Number 2,,,,Theodoros Stamos,"American, 1922–1997",,"Stamos, Theodoros",American,1922      ,1997      ,1969,1969
Modern and Contemporary Art,Painting,Kool-Aid,,,,Edward Avedisian,"American, Lowell, Massachusetts 1936–2007 Philmont, New York",,"Avedisian, Edward",American,1936      ,2007      ,1969,1969
Modern and Contemporary Art,Painting,Homage to the Square: Dilated,,,,Josef Albers,"American (born Germany), Bottrop 1888–1976 New Haven, Connecticut",,"Albers, Josef","American, born Germany",1888      ,1976      ,1969,1969
Modern and Contemporary Art,Painting,Homage to the Square: Soft Spoken,,,,Josef Albers,"American (born Germany), Bottrop 1888–1976 New Haven, Connecticut",,"Albers, Josef","American, born Germany",1888      ,1976      ,1969,1969
Modern and Contemporary Art,Painting,Susan at Black Lake,,,,Jack Beal,"American, Richmond, Virginia 1931–2013 Oneonta, New York",,"Beal, Jack",American,1931      ,2013      ,1969,1969
Modern and Contemporary Art,Painting,Landscape of the Sky,,,,Alan Sonfist,"American, born 1946",,"Sonfist, Alan",American,1946      ,2046      ,1968–69,1968
Modern and Contemporary Art,Painting,Man and Challenge,,,,Neil Jenney,"American, born Torrington, Connecticut 1945",,"Jenney, Neil",American,1945      ,2045      ,1969,1969
Modern and Contemporary Art,Painting,Sunflower,,,,Joan Mitchell,"American, Chicago, Illinois 1925–1992 Paris",,"Mitchell, Joan",American,1925      ,1992      ,1969,1969
